PD	SR	SampleID	X.SampleID
12.837899543378997	116	SRR6267781	SRR6267781
14.125479452054796	198	SRR6267782	SRR6267782
15.102739726027398	259	SRR6267783	SRR6267783
15.176803652968038	203	SRR6267784	SRR6267784
13.703744292237444	108	SRR6267785	SRR6267785
17.12036529680365	390	SRR6267786	SRR6267786
14.130410958904111	153	SRR6267787	SRR6267787
15.598082191780822	257	SRR6267788	SRR6267788
14.799360730593609	186	SRR6267789	SRR6267789
9.817260273972604	67	SRR6267790	SRR6267790
13.32812785388128	170	SRR6267791	SRR6267791
15.200639269406393	226	SRR6267792	SRR6267792
15.384292237442923	259	SRR6267793	SRR6267793
11.970502283105024	103	SRR6267794	SRR6267794
13.54840182648402	151	SRR6267795	SRR6267795
12.335799086757993	131	SRR6267796	SRR6267796
15.707214611872148	295	SRR6267797	SRR6267797
14.846849315068495	226	SRR6267798	SRR6267798
14.429406392694066	181	SRR6267799	SRR6267799
12.2351598173516	121	SRR6267800	SRR6267800
15.384109589041097	215	SRR6267801	SRR6267801
12.396894977168952	90	SRR6267802	SRR6267802
14.329589041095891	165	SRR6267803	SRR6267803
15.937808219178084	251	SRR6267804	SRR6267804
14.643105022831051	187	SRR6267805	SRR6267805
11.9537899543379	144	SRR6267806	SRR6267806
14.857077625570778	203	SRR6267807	SRR6267807
15.239269406392696	215	SRR6267808	SRR6267808
16.95780821917808	349	SRR6267809	SRR6267809
15.068219178082193	187	SRR6267810	SRR6267810
14.314429223744293	170	SRR6267811	SRR6267811
13.19744292237443	165	SRR6267812	SRR6267812
12.796438356164385	122	SRR6267813	SRR6267813
13.793789954337901	171	SRR6267814	SRR6267814
14.080091324200914	162	SRR6267815	SRR6267815
14.393698630136987	173	SRR6267816	SRR6267816
14.242283105022832	212	SRR6267817	SRR6267817
12.421552511415527	160	SRR6267818	SRR6267818
15.387214611872148	214	SRR6267819	SRR6267819
